abil1title,abil1text,abil1img,abil1vid,abil2title,abil2text,abil2img,abil2vid,abil3title,abil3text,abil3img,abil3vid,abil4title,abil4text,abil4img,abil4vid,char_attr_img,char_attr_txt,char_name,char_blurb,char_history,char_type_img,char_type,abil5title,abil5text,abil5img,abil5vid,abil6title,abil6text,abil6img,abil6vid
Arcane Curse ,"Curses the target area, dealing damage and causing enemy heroes to take damage over time and slowing their movement speed. Silenced enemies take 1.5x slow and damage. Anytime affected enemies cast a spell, the duration is increased. The duration is paused as long as the target is silenced. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/silencer_curse_of_the_silent.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/silencer/silencer_curse_of_the_silent.webm,Glaives of Wisdom ,"Silencer enchants his glaives with his wisdom, dealing additional damage based on his Intelligence. Silencer temporarily steals his target's Intelligence with each hit. If Silencer kills an enemy hero, he permanently steals 2 Intelligence. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/silencer_glaives_of_wisdom.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/silencer/silencer_glaives_of_wisdom.webm,Last Word ,"Enchants a target, providing vision of them and causing them to be damaged and silenced if they cast a spell or if the enchantment timer expires. Deals extra damage based on the difference in intelligence between Silencer and the target. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/silencer_last_word.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/silencer/silencer_last_word.webm,Global Silence ,"Silencer stops all sound, preventing enemy heroes and units on the map from casting spells. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/silencer_global_silence.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/silencer/silencer_global_silence.webm,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/hero_intelligence.png,Intelligence,Silencer,Can silence all enemies on the map,"Part of the seventh and final generation of a carefully designed pedigree, Nortrom was bred by the ancient order of the Aeol Drias to be the greatest magic user the world had ever seen. He was the prophesied one, the culmination of two-hundred years of careful pairings, a war-mage who would bring glory to the order, and destruction to their sworn enemies, The Knights of the Fold. 				Raised with other young mages in a hidden cantonment among the hills of the Hazhadal barrens, the order's preceptors waited for Nortrom's abilities to manifest. While the other students honed their talents with fire, or ice, or incantatory spells, Nortrom sat silent and talentless, unable to cast so much as a hex. As the day of final testing approached, he still hadn't found his magic. In disgust, the preceptors berated him, while the children laughed. ""You are no mage,"" the head of the order declared. Still, Nortrom did not slink away. He entered the day of testing and faced down the young mages who had mocked him. And then his preceptors learned a valuable lesson: a lack of magic can be the greatest magic of all. Nortrom silenced the young mages one by one and defeated them in single combat, until he alone stood as champion of the Aeol Drias, in fulfillment of the prophecy.Close History",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/ranged.svg,Ranged,,,,,,,,
Arcane Bolt ,"Skywrath Mage launches a slow-moving bolt of arcane magic, dealing damage to an enemy unit based on Skywrath Mage's intelligence. Upon impact, leaves a debuff that increases Skywrath Mage's spell lifesteal against the target. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/skywrath_mage_arcane_bolt.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/skywrath_mage/skywrath_mage_arcane_bolt.webm,Concussive Shot ,"Skywrath Mage sets off a long range shot that hits the closest hero within a long range.  Upon impact, it deals damage and slows in an area of effect. Deals 75% damage to creeps. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/skywrath_mage_concussive_shot.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/skywrath_mage/skywrath_mage_concussive_shot.webm,Ancient Seal ,"Skywrath Mage seals the targeted unit with an ancient rune, silencing it and causing it to take additional damage from spells. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/skywrath_mage_ancient_seal.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/skywrath_mage/skywrath_mage_ancient_seal.webm,Mystic Flare ,Skywrath Mage uses his ultimate magical ability to conjure a precise and violent mystical field that lays waste to his adversaries. Deals massive damage distributed evenly among any Heroes in the area over 2 seconds. ,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/skywrath_mage_mystic_flare.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/skywrath_mage/skywrath_mage_mystic_flare.webm,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/hero_intelligence.png,Intelligence,Skywrath Mage,Casts high damage magical spells on a single target,"A highly placed mage in the court of the Ghastly Eyrie, Dragonus lives a troubled existence. Sworn by birth to protect whoever sits within the Nest of Thorns, he hates the current Skywrath queen with all his soul. As a youth, high-born, he was a friend and companion to the eldest Skywrath princess, Shendelzare, first in line for the Nest. He had loved her warmly and unshakably, but as his studies took hold, his mind turned to arcane learning and the mastery of Skywrath sorcery.				Obsessed with matters aetherial, he missed the mundane signs of courtly treachery that hinted at a plot against Shendelzare, and lost his chance to foil it. When the court was shaken by a swift and violent coup, he emerged from his studies to discover his oldest and dearest friend had been lost to him. The Nest of Thorns now belonged to Shendelzare's ruthless younger sister, and Dragonus could do nothing. The magic of the Skywrath Mage serves only the sworn protector of the Skywrath scion, so to act against the Nest would render him helpless. He clings to his post, believing it to be the best hope of one day restoring his true love to her rightful place. Meanwhile, his secret is known only to the goddess Scree'Auk, whose magic it was transformed Shendelzare from a crippled physical creature into an embodiment of pure vengeful energy.				While he dreams of restoring his beloved queen to the Ghastly Eyrie, he dreams even more desperately of restoring Shendelzare herself to a fully healed physical form. The duplicity of his role at court tortures him, for he is a noble and good-hearted creature; but the worst torture of all is imagining the hatred that Vengeful Spirit must hold in her heart for him.Close History",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/ranged.svg,Ranged,,,,,,,,
Guardian Sprint ,"Slardar slithers ahead, moving significantly faster and passing through units. Slardar gains bonus movement speed, health regeneration and armor while in a puddle or river. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/slardar_sprint.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/slardar/slardar_sprint.webm,Slithereen Crush ,"Slams the ground, leaving a puddle of water, and stunning and damaging nearby enemy units.  After the stun, the affected units are slowed. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/slardar_slithereen_crush.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/slardar/slardar_slithereen_crush.webm,Bash of the Deep ,"After 3 attacks, your next attack will bash the target. Deals double damage against creeps. Passively grants bonus damage to Slardar while he's in water. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/slardar_bash.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/slardar/slardar_bash.webm,Corrosive Haze ,"Reduces enemy armor to amplify physical damage and provides True Sight and vision of the targeted unit, revealing invisibility. The enemy unit leaves a trail of water behind it for 8 seconds. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/slardar_amplify_damage.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/slardar/slardar_amplify_damage.webm,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/hero_strength.png,Strength,Slardar,Chases down his enemies to weaken and bash them,"Slardar is a Slithereen, one of the Deep Ones, guardian of a vast network of sunken cities and the ancient riches buried within them. In the lightless gulf of the deepest ocean abysses, the Slithereen Guard patrols secret treasure rooms, ever vigilant against the subaqueous thieves sent into the deeps by covetous dryland sorcerers. He is utterly loyal, and his taciturn nature hides deep knowledge of the most secret places of the sea. He rises to the shallows in spite of the pain caused him by brightness, to commit reconnaissance, to make sure no one is conspiring against the depths, and sometimes in relentless pursuit of the rare few who manage to steal off with an item from the Sunken Treasury. Because he has spent his whole life at great pressure, under tremendous weight of the sea, Slardar the Slithereen Guard is a creature of immense power.Close History",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/melee.svg,Melee,,,,,,,,
Dark Pact ,"After a short delay, Slark sacrifices some of his life blood, purging most negative debuffs and dealing damage to enemy units around him and to himself.  Slark only takes 30% of the damage.DISPEL TYPE: Strong Dispel ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/slark_dark_pact.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/slark/slark_dark_pact.webm,Pounce ,"Slark leaps forward, leashing the first hero he connects with and applying Essence Shift Stacks.  That unit can only move a limited distance away from Slark's landing position.  ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/slark_pounce.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/slark/slark_pounce.webm,Essence Shift ,"Slark steals the life essence of enemy heroes with his attacks, draining each of their attributes and converting them to bonus Agility. If Slark kills an affected enemy hero, he permanently steals 1 Agility. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/slark_essence_shift.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/slark/slark_essence_shift.webm,Shadow Dance ,"When used, Slark hides himself in a cloud of shadows, becoming immune to detection. Attacking, casting spells, and using items will not reveal Slark.  Passively, when not visible to the enemy team, Slark gains bonus movement speed and health regeneration. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/slark_shadow_dance.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/slark/slark_shadow_dance.webm,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/hero_agility.png,Agility,Slark,Slips in and out of skirmishes,"Little known to the inhabitants of the dry world, Dark Reef is a sunken prison where the worst of the sea-bred are sent for crimes against their fellows. It is a razor barbed warren full of murderous slithereen, treacherous Deep Ones, sociopathic meranths. In this dim labyrinth, patrolled by eels and guarded by enormous anemones, only the vicious survive. Pitched into Dark Reef for crimes unknown, Slark spent half a lifetime without kin or kindness, trusting no one, surviving through a combination of stealth and ruthlessness, keeping his thoughts and his plans to himself. When the infamous Dark Reef Dozen plotted their ill-fated breakout, they kept their plans a perfect secret, murdering anyone who could have put the pieces together--but somehow Slark discovered their scheme and made a place for himself in it. Ten of the Dozen died in the escape attempt, and two were captured, hauled back to Dark Reef, then executed for the entertainment of their fellow inmates. But Slark, the unsung thirteenth, used the commotion as cover and slipped away, never to be caught. Now a furtive resident of the carnivorous mangrove scrub that grips the southern reach of Shadeshore, Slark remains the only successful escapee from Dark Reef.Close History",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/melee.svg,Melee,,,,,,,,
Scatterblast ,"Snapfire unloads with a wide blast that damages and slows enemies in a cone. Damage, Movement Slow, Attack Slow and Slow Duration are increased by 50% for enemies caught at point-blank range. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/snapfire_scatterblast.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/snapfire/snapfire_scatterblast.webm,Firesnap Cookie ,"Snapfire feeds a potent cookie to Mortimer or an ally, causing them to hop a short distance. The hopping unit stuns and damages enemies in the landing zone. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/snapfire_firesnap_cookie.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/snapfire/snapfire_firesnap_cookie.webm,Lil' Shredder ,Snapfire heats up her mounted turret to rapidly fire 6 fixed-damage attacks. Each attack reduces the enemy's armor. Provides bonus attack range for the duration. ,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/snapfire_lil_shredder.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/snapfire/snapfire_lil_shredder.webm,Mortimer Kisses ,"Snapfire's friend launches a barrage of firespit globs over 5.5 seconds. Globs cause impact damage and create pools of firespit, which slow and apply damage over time. Snapfire has a reduced turn rate for the duration and a minimum launch range of 600. Each glob can be targeted with a right click. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/snapfire_mortimer_kisses.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/snapfire/snapfire_mortimer_kisses.webm,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/hero_universal.png,Universal,Snapfire,Mows down her enemies with heavy artillery and trusty lizard,"Beatrix Snapfire and her dragon toad Mortimer are a welcome sight to the ragged folk who scratch out lives along the desert routes and oases scattered throughout Nanarak, the rain-forsaken gateway to the Outlands.As well known for her unrivaled skills as a weaponsmith as for dispensing wisdom, mirth, and the meanest firesnap cookies the world has ever seen, Beadie's survived to a ripe old age in a young keen's trade by being quick with her wits and even quicker with her guns.Indeed, the Outlands are littered with the bones of bandits and ne'er-do-wells who thought to take advantage of her small stature and propensity for kindness.Close History",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/ranged.svg,Ranged,,,,,,,,
Shrapnel ,Consumes a charge to launch a ball of shrapnel that showers the target area in explosive pellets. Enemies are subject to damage and slowed movement. Reveals the targeted area. Shrapnel charges restore every 35 seconds. ,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/sniper_shrapnel.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/sniper/sniper_shrapnel.webm,Headshot ,"Sniper increases his accuracy, giving him a chance to deal extra damage and knock back his enemies. Headshots briefly slow enemy movement and attack speed by -100%. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/sniper_headshot.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/sniper/sniper_headshot.webm,Take Aim ,Extends the attack range of Sniper's rifle. Can be activated to provide 100% Headshot chance and an additional 200 attack range bonus. Slows you by 45% for the duration. ,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/sniper_take_aim.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/sniper/sniper_take_aim.webm,Assassinate ,"Sniper locks onto a target enemy unit and, after a short aiming duration, fires a devastating shot that deals Sniper's attack damage plus bonus damage at long range and mini-stuns the target. Whenever Sniper kills an enemy hero, Assassinate is refreshed. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/sniper_assassinate.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/sniper/sniper_assassinate.webm,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/hero_agility.png,Agility,Sniper,Picks off his enemies from afar,"Kardel Sharpeye was born deep in the mountains of Knollen where, since time immemorial, Keen Folk have survived by hunting the strange, cliff-dwelling steepstalkers above their village, shooting them from a distance and collecting the carcasses where they fell. Sharpeye was among the best of these strange mountain keens for whom projectile weapons are but another appendage, and to shoot is as natural as to touch.				On his day of summoning, when he was to gain full standing in his village, Sharpeye took the ancient test: a single shot from the valley floor to strike a beast down from the cliffs. To miss was to be dishonored. With his entire village standing vigil, Sharpeye took his shot. A steepstalker fell; the crowd cheered.  But when the carcass was collected, the village grew silent, for the elders found that the bullet had pierced its glittering central eye then fallen to be clenched in the steepstalker's mandibles. This ominous sign was the literal opening of a dark prophecy, foretelling both greatness and exile for the gunman who made such a shot. Sharpeye the Sniper was thus, by his own skill, condemned to make his way apart from his people--and unwelcome back among them until he has fulfilled the remainder of the prophecy by attaining legendary stature on a field of battle.Close History",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/ranged.svg,Ranged,,,,,,,,
Spectral Dagger ,"Spectre flings a dagger to draw a Shadow Path, dealing damage and slowing the movement speed of any enemies along the trail. Units hit by the dagger also trail a Shadow Path. While treading the path, Spectre phases through otherwise impassable terrain. Spectral Dagger applies an instance of Desolate to targets with no allied units within 400 radius of them. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/spectre_spectral_dagger.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/spectre/spectre_spectral_dagger.webm,Desolate ,Deals bonus damage whenever Spectre attacks an enemy that does not have any allied units within a 400 radius around them. ,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/spectre_desolate.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/spectre/spectre_desolate.webm,Dispersion ,"Damage done to Spectre is reflected on her enemies, leaving her unharmed. The effect lessens with distance. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/spectre_dispersion.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/spectre/spectre_dispersion.webm,Shadow Step ,"Creates a spectral nemesis to haunt a single visible enemy hero. At any moment during the duration, Spectre can use Reality to exchange places with any haunting illusion.Haunt illusions are uncontrollable, take extra damage, and deal less damage than Spectre herself.  They ignore terrain. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/spectre_haunt_single.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/spectre/spectre_haunt_single.webm,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/hero_agility.png,Agility,Spectre,Haunts her enemies and teleports to her target,"Just as higher states of energy seek a lower level, the Spectre known as Mercurial is a being of intense and violent energy who finds herself irresistibly drawn to scenes of strife as they unfold in the physical world. While her normal spectral state transcends sensory limitations, each time she takes on a physical manifestation, she is stricken by a loss of self--though not of purpose. In the clash of combat, her identity shatters and reconfigures, and she begins to regain awareness. She grasps that she is Mercurial the Spectre--and that all of her Haunts are but shadows of the one true Spectre. Focus comes in the struggle for survival; her true mind reasserts itself; until in the final moments of victory or defeat, she transcends matter and is restored once more to her eternal form.Close History",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/melee.svg,Melee,,,,,,,,
Charge of Darkness ,"Spirit Breaker fixes his sight on an enemy unit and starts charging through all objects.  All enemy units passed through and the targeted unit will be hit by a Greater Bash.  If the targeted unit dies, Spirit Breaker will change his target to the nearest enemy unit to that location. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/spirit_breaker_charge_of_darkness.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/spirit_breaker/spirit_breaker_charge_of_darkness.webm,Bulldoze ,Spirit Breaker gains movement speed and status resistance to ram through enemies. Can be used while charging. ,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/spirit_breaker_bulldoze.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/spirit_breaker/spirit_breaker_bulldoze.webm,Greater Bash ,Gives a chance to stun and knockback an enemy unit on an attack. Deals a percentage of movement speed as damage. Deals 1.3x damage to creeps. ,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/spirit_breaker_greater_bash.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/spirit_breaker/spirit_breaker_greater_bash.webm,Nether Strike ,"Spirit Breaker slips into the nether realm, reappearing next to his hapless victim. Upon reappearing, a Greater Bash of the current level occurs and deals bonus damage. Knocks back for double the normal distance. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/spirit_breaker_nether_strike.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/spirit_breaker/spirit_breaker_nether_strike.webm,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/hero_strength.png,Strength,Spirit Breaker,Charges down enemies from anywhere on the map,"Barathrum the Spirit Breaker is a lordly and powerful being, a fierce and elemental intelligence which chose to plane-shift into the world of matter to take part in events with repercussions in the elemental realm that is his home. To that end, he assembled a form that would serve him well, both in our world and out of it. His physical form borrows from the strengths of this world, blending features both bovine and simian--horns, hooves and hands--as outward emblems of his inner qualities of strength, speed and cunning. He wears a ring in his nose, as a reminder that he serves a hidden master, and that this world in which he works is but a shadow of the real one.Close History",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/melee.svg,Melee,,,,,,,,
Static Remnant ,Creates an explosively charged image of Storm Spirit that lasts 12 seconds and will detonate and deal damage if an enemy unit comes near it. ,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/storm_spirit_static_remnant.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/storm_spirit/storm_spirit_static_remnant.webm,Electric Vortex ,A vortex that pulls an enemy unit to Storm Spirit's location. ,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/storm_spirit_electric_vortex.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/storm_spirit/storm_spirit_electric_vortex.webm,Overload ,"Casting a spell creates an electrical charge, which is released in a burst on Storm's next attack, dealing damage and slowing nearby enemies. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/storm_spirit_overload.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/storm_spirit/storm_spirit_overload.webm,Ball Lightning ,"Storm Spirit becomes volatile electricity, charging across the battlefield until he depletes his mana or reaches his target. The activation mana cost is 25+7.5% of his total mana pool, and the cost per 100 units traveled is 10+0.65% of his total mana pool.  Damage is expressed in damage per 100 units traveled. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/storm_spirit_ball_lightning.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/storm_spirit/storm_spirit_ball_lightning.webm,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/hero_intelligence.png,Intelligence,Storm Spirit,Zips across the map to engage in fights,"Storm Spirit is literally a force of nature--the wild power of wind and weather, bottled in human form. And a boisterous, jovial, irrepressible form it is! As jolly as a favorite uncle, he injects every scene with crackling energy. But it was not always thus, and there was tragedy in his creation. Generations ago, in the plains beyond the Wailing Mountains, a good people lay starving in drought and famine. A simple elementalist, Thunderkeg by name, used a forbidden spell to summon the spirit of the storm, asking for rain. Enraged at this mortal's presumption, the Storm Celestial known as Raijin lay waste to the land, scouring it bare with winds and flood. Thunderkeg was no match for the Celestial--at least until he cast a suicidal spell that forged their fates into one: he captured the Celestial in the cage of his own body. Trapped together, Thunderkeg's boundless good humor fused with Raijin's crazed energy, creating the jovial Raijin Thunderkeg, a Celestial who walks the world in physical form. Close History",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/ranged.svg,Ranged,,,,,,,,
Storm Hammer ,Sven unleashes his magical gauntlet that deals damage and stuns enemy units in a small area around the target. ,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/sven_storm_bolt.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/sven/sven_storm_bolt.webm,Great Cleave ,"Sven strikes with great force, cleaving all nearby enemy units with his attack. Passively grants bonus Strength. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/sven_great_cleave.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/sven/sven_great_cleave.webm,Warcry ,"Sven's Warcry heartens his allied heroes for battle, increasing their armor and movement speed. Lasts 10 seconds. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/sven_warcry.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/sven/sven_warcry.webm,God's Strength ,"Sven channels his rogue strength, granting bonus damage and slow resistance for 35 seconds. ",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/abilities/sven_gods_strength.png,https://cdn.cloudflare.steamstatic.com/apps/dota2/videos/dota_react/abilities/sven/sven_gods_strength.webm,https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/hero_strength.png,Strength,Sven,Cleaves down enemies with his incredible strength,"Sven is the bastard son of a Vigil Knight, born of a Pallid Meranth, raised in the Shadeshore Ruins.  With his father executed for violating the Vigil Codex, and his mother shunned by her wild race, Sven believes that honor is to be found in no social order, but only in himself.  After tending his mother through a lingering death, he offered himself as a novice to the Vigil Knights, never revealing his identity.  For thirteen years he studied in his father's school, mastering the rigid code that declared his existence an abomination.  Then, on the day that should have been his In-Swearing, he seized the Outcast Blade, shattered the Sacred Helm, and burned the Codex in the Vigil's Holy Flame.  He strode from Vigil Keep, forever solitary, following his private code to the last strict rune. Still a knight, yes...but a Rogue Knight. He answers only to himself.Close History",https://cdn.cloudflare.steamstatic.com/apps/dota2/images/dota_react/icons/melee.svg,Melee,,,,,,,,
